country,code,year,share
Middle East & North Africa,,2008,2.14122009277344
Middle East & North Africa,,2013,2.28783988952637
Middle East & North Africa (all income levels),,2008,2.52854990959167
Middle East & North Africa (all income levels),,2013,2.94357991218567
Middle income,,2008,1.74179995059967
Middle income,,2013,1.66926002502441
Moldova,MDA,2008,10.4490900039673
Moldova,MDA,2013,14.1972703933716
Mongolia,MNG,2008,5.61884021759033
Mongolia,MNG,2013,4.52273988723755
Montenegro,MNE,2008,29.5093193054199
Morocco,MAR,2008,10.3611497879028
Mozambique,MOZ,2008,2.49753999710083
Mozambique,MOZ,2013,1.3923499584198
Namibia,NAM,2008,42.8578681945801
Nepal,NPL,2008,6.85145998001099
Nepal,NPL,2013,6.3272500038147
Netherlands,NLD,2008,1.37470996379852
New Zealand,NZL,2008,1.70696997642517
New Zealand,NZL,2013,2.09281992912292
Niger,NER,2008,18.2665100097656
North America,,2008,0.52130001783371
North America,,2013,0.504499971866608
Norway,NOR,2008,5.31686019897461
Norway,NOR,2013,6.98993015289307
OECD members,,2008,1.51752996444702
OECD members,,2013,1.586629986763
Oman,OMN,2008,16.8054103851318
Oman,OMN,2013,14.4795198440552
Pakistan,PAK,2008,3.13643002510071
Pakistan,PAK,2013,1.96194005012512
Palestine,PSE,2008,7.79205989837646
Palestine,PSE,2013,9.81056976318359
Panama,PAN,2008,1.89415001869202
Paraguay,PRY,2008,1.1948299407959
Philippines,PHL,2008,0.335489988327026
Philippines,PHL,2013,0.34527000784874
Poland,POL,2008,1.4891300201416
Poland,POL,2013,1.21109998226166
Portugal,PRT,2008,3.06177997589111
Portugal,PRT,2013,2.56731009483337
Qatar,QAT,2008,17.28125
Qatar,QAT,2013,24.1067409515381
Romania,ROU,2008,2.14667010307312
Russia,RUS,2008,0.474929988384247
Russia,RUS,2013,0.672689974308014
Rwanda,RWA,2008,9.00695991516113
Rwanda,RWA,2013,6.68403005599976
Saint Kitts and Nevis,KNA,2008,57.7997703552246
Saint Lucia,LCA,2008,46.6666717529297
Saint Lucia,LCA,2013,48.0543098449707
San Marino,SMR,2008,86.1140975952148
Saudi Arabia,SAU,2008,3.47298002243042
Saudi Arabia,SAU,2013,5.42151021957397
Senegal,SEN,2008,13.5491199493408
Serbia,SRB,2008,4.89838981628418
Serbia,SRB,2013,4.97159004211426
Seychelles,SYC,2013,198.450653076172
Singapore,SGP,2008,10.2222995758057
Singapore,SGP,2013,8.84208965301514
Slovakia,SVK,2008,11.4749298095703
Slovakia,SVK,2013,15.7988796234131
Slovenia,SVN,2008,2.02971005439758
Slovenia,SVN,2013,2.7578399181366
South Asia,,2008,1.36312997341156
South Asia,,2013,0.925549983978271
South Korea,KOR,2008,3.68033003807068
South Korea,KOR,2013,3.48391008377075
Spain,ESP,2008,1.18671000003815
Spain,ESP,2013,1.45424997806549
Sri Lanka,LKA,2013,5.38297986984253
Sub-Saharan Africa,,2008,4.60585021972656
Sub-Saharan Africa,,2013,3.69400000572205
Sub-Saharan Africa (all income levels),,2008,4.6255202293396
Sub-Saharan Africa (all income levels),,2013,3.70687007904053
Swaziland,SWZ,2013,33.3397102355957
Sweden,SWE,2008,3.41059994697571
Sweden,SWE,2013,4.05053997039795
Switzerland,CHE,2008,4.57359981536865
Switzerland,CHE,2013,4.24426984786987
Syria,SYR,2008,3.54651999473572
Syria,SYR,2013,3.4237699508667
Tajikistan,TJK,2008,2.79147005081177
Tajikistan,TJK,2013,5.00770998001099
Tanzania,TZA,2013,3.14279007911682
Thailand,THA,2008,1.08598005771637
Thailand,THA,2013,1.06093001365662
Togo,TGO,2013,5.15383005142212
Tunisia,TUN,2013,5.00581979751587
Turkey,TUR,2008,1.73836994171143
Turkey,TUR,2013,0.903680026531219
Turks and Caicos Islands,TCA,2008,12550
Uganda,UGA,2008,3.12220001220703
Ukraine,UKR,2008,1.14371001720428
Ukraine,UKR,2013,1.79858994483948
United Arab Emirates,ARE,2008,7.81242990493774
United Arab Emirates,ARE,2013,6.427649974823
United Kingdom,GBR,2008,0.930450022220612
United Kingdom,GBR,2013,1.14731001853943
United States,USA,2008,0.303009986877441
United States,USA,2013,0.301869988441467
Upper middle income,,2008,1.76690995693207
Upper middle income,,2013,1.90258002281189
Uruguay,URY,2008,1.49142003059387
Uzbekistan,UZB,2008,10.489839553833
Venezuela,VEN,2008,0.594659984111786
Vietnam,VNM,2008,2.20649003982544
Vietnam,VNM,2013,2.37978005409241
World,OWID_WRL,2008,1.74655997753143
World,OWID_WRL,2013,1.78548002243042
Yemen,YEM,2008,4.10009002685547
Zimbabwe,ZWE,2013,16.8780002593994
