02.html;4;9;PSL;GRZELAK Katarzyna Aneta;1854;1.31 %;N
02.html;4;5;PSL;SMOLIŃSKI Wojciech Bartłomiej;1829;1.29 %;N
02.html;4;8;PSL;SZYSZKA Monika Małgorzata;1585;1.12 %;N
02.html;4;2;PiS;KOPEĆ Franciszek Tadeusz;3300;2.34 %;N
02.html;4;11;PSL;SZEWCZYK Bernadetta Beata;1657;1.17 %;N
02.html;4;1;PiS;LEWANDOWSKI Tadeusz Stefan;9662;6.84 %;T
02.html;4;3;KW Nowa Prawica — Janusza Korwin-Mikke;SŁOCIŃSKA Grażyna Elżbieta;239;0.17 %;N
02.html;4;2;KWW Ruch Narodowy;WILK Karol;733;0.52 %;N
02.html;4;2;PO;OBRĘBALSKI Marek Adam;7137;5.05 %;T
02.html;4;8;PiS;GĘBORYS Dagmara Helena;1444;1.02 %;N
02.html;4;7;PiS;ZEMBIK Teresa;1735;1.23 %;N
02.html;4;1;PO;PRZYBYLSKI Cezary Adam;12784;9.05 %;T
02.html;4;10;PiS;GORCZYŃSKA Iwona Irmina;686;0.49 %;N
02.html;4;12;PiS;POTOCKI Jacek Krzysztof;1779;1.26 %;N
02.html;4;1;KWW Ruch Narodowy;WINNICKI Robert Artur;1189;0.84 %;N
02.html;4;7;PO;WIĘCKOWSKI Andrzej Włodzimierz;1007;0.71 %;N
02.html;4;3;PO;KRAWCZYK Iwona Małgorzata;6519;4.61 %;T
02.html;4;6;PO;BRODNIAK Roman Marek;2800;1.98 %;N
02.html;4;12;PO;MARCONI Wiktor;2427;1.72 %;N
02.html;4;9;PO;ŁASICA Dominika Bogumiła;761;0.54 %;N
02.html;4;11;PO;WOJCIECHOWSKA Alina Stefania;800;0.57 %;N
02.html;4;2;KW Nowa Prawica — Janusza Korwin-Mikke;STRZELECKI Bogusław Krzysztof;678;0.48 %;N
02.html;4;4;KWW Ruch Narodowy;DEPKIEWICZ Marta;81;0.06 %;N
02.html;4;1;KW Nowa Prawica — Janusza Korwin-Mikke;WITCZAK Klaudia Monika;2143;1.52 %;N
02.html;4;1;SLD;MALCZUK Grażyna Elżbieta;4102;2.90 %;N
02.html;4;10;KWW Ruch Narodowy;URBANIAK Krzysztof Józef;331;0.23 %;N
02.html;4;6;KWW Ruch Narodowy;DEPKIEWICZ Marcin Leszek;55;0.04 %;N
02.html;4;9;KWW Ruch Narodowy;DZIENIS Justyna;121;0.09 %;N
02.html;4;11;SLD;TYSZKIEWICZ Grzegorz Feliks;815;0.58 %;N
02.html;4;5;SLD;MATEJEWICZ Katarzyna;403;0.29 %;N
02.html;4;4;SLD;PONIŹNIK Olgierd;4189;2.97 %;N
02.html;4;10;SLD;ŻYLEWICZ Tomasz Łukasz;201;0.14 %;N
02.html;4;7;SLD;ZIÓŁKOWSKA Justyna Małgorzata;749;0.53 %;N
02.html;4;9;SLD;KWIATKOWSKA Marta;578;0.41 %;N
02.html;4;2;KW Narodowego Odrodzenia Polski;KUZAK Grzegorz;194;0.14 %;N
02.html;4;3;KW Twój Ruch;ABRAMCZYK Kornelia Ewa;302;0.21 %;N
02.html;4;5;PO;GRZEŚKÓW Alicja Teresa;1433;1.01 %;N
02.html;4;8;PO;SERAFIŃSKA Danuta;1291;0.91 %;N
02.html;4;6;SLD;KAWA Kazimierz Franciszek;659;0.47 %;N
02.html;4;8;SLD;OWOC Tadeusz Henryk;239;0.17 %;N
02.html;4;10;PO;SAWICKA Anna Barbara;1610;1.14 %;N
02.html;4;7;KWW Ruch Narodowy;BARAN Dominika;268;0.19 %;N
02.html;4;2;SLD;ZAKRZEWSKA Elżbieta;4517;3.20 %;N
02.html;4;3;SLD;JANIK Kazimierz;5492;3.89 %;T
02.html;4;8;KWW Ruch Narodowy;POGŁÓDEK Rafał Karol;130;0.09 %;N
02.html;4;5;KWW Ruch Narodowy;SUDÓŁ Amanda Maria;222;0.16 %;N
02.html;4;5;PiS;MIKITA Alicja;1118;0.79 %;N
02.html;4;4;PO;PAPAJ Hubert Wojciech;4384;3.10 %;N
02.html;4;6;PiS;ROZPĘDOWSKA Elżbieta;1568;1.11 %;N
02.html;4;11;PiS;CHRZAN Bogusław;853;0.60 %;N
02.html;4;9;PiS;SKOWROŃSKI Janusz Piotr;1254;0.89 %;N
02.html;4;10;PSL;SITNIK Ondrasz Bogumił;586;0.41 %;N
02.html;4;12;PSL;DULNIK Jerzy Stanisław;2072;1.47 %;N
02.html;4;6;PSL;OTROCIUK Barbara;1626;1.15 %;N
02.html;4;7;PSL;DUMIN Joanna;1478;1.05 %;N
02.html;4;1;PSL;HUK Kazimierz;3146;2.23 %;N
02.html;4;3;KW Narodowego Odrodzenia Polski;GOLCZYK Klaudia Katarzyna;87;0.06 %;N
02.html;4;2;KW Twój Ruch;DĄBROWSKI Jan;327;0.23 %;N
02.html;3;10;PSL;DREJKO Ryszard Marian;724;0.37 %;N
02.html;3;9;PSL;DROZD Piotr;2231;1.13 %;N
02.html;3;4;PiS;GIERCZAK Jerzy;4547;2.31 %;T
02.html;3;3;PiS;GASZYŃSKA Elżbieta;2944;1.50 %;N
02.html;3;8;KW Nowa Prawica — Janusza Korwin-Mikke;SKRZYPEK Marek Wiesław;319;0.16 %;N
02.html;3;15;SLD;MALIK Henryk Tomasz;377;0.19 %;N
02.html;3;12;SLD;WERNER Konrad Krzysztof;435;0.22 %;N
02.html;3;5;PO;GNACH Agnieszka;3236;1.64 %;N
02.html;3;15;PSL;BIEGUS Leszek Stanisław;988;0.50 %;N
02.html;3;11;PSL;WOŁYNIAK Przemysław Paweł;1066;0.54 %;N
02.html;3;13;PSL;MIKOŁAJCZYK Łukasz;1019;0.52 %;N
02.html;3;14;PO;MATUSZKIEWICZ Bartłomiej;616;0.31 %;N
02.html;3;3;PO;GROMADZKA Dorota;4515;2.29 %;N
02.html;3;9;PO;DUDOJĆ Dariusz Piotr;1869;0.95 %;N
02.html;3;10;PiS;ROSIAK Longin Jan;2110;1.07 %;N
02.html;3;12;PSL;WINIARSKA Ilona;1419;0.72 %;N
02.html;3;8;PSL;SUCHODOLSKA Anna Teresa;1475;0.75 %;N
02.html;3;7;PSL;SKOTNICKI Wiktor Stanisław;1690;0.86 %;N
02.html;3;6;PSL;KUSIAK Piotr;1482;0.75 %;N
02.html;3;5;PSL;KUBIAK Mieczysława Jolanta;1384;0.70 %;N
02.html;3;1;PiS;SOSIŃSKI Piotr Stefan;12640;6.42 %;T
02.html;3;16;PSL;DETYNA Marek Grzegorz;1261;0.64 %;N
02.html;3;8;PO;ONYŚKÓW Paweł;1057;0.54 %;N
02.html;3;13;PO;GURAZDA Jan Stefan;683;0.35 %;N
02.html;3;10;PO;JAKACKA Barbara;779;0.40 %;N
02.html;3;7;PO;KRAMARSKA Maria Krystyna;627;0.32 %;N
02.html;3;1;PO;SZEŁEMEJ Roman;36999;18.79 %;T
02.html;3;8;SLD;DŹWINIEL Ryszard Jerzy;1605;0.82 %;N
02.html;3;4;PSL;PIELA Sylwia;2055;1.04 %;N
02.html;3;2;KW Twój Ruch;BEER Łukasz Alojzy;283;0.14 %;N
02.html;3;1;KW Twój Ruch;NOWACKA Agata Łucja;1193;0.61 %;N
02.html;3;5;KW Twój Ruch;KAMIEŃSKI Tomasz Piotr;209;0.11 %;N
02.html;3;2;PiS;TYNIEC Jacek;3929;2.00 %;N
02.html;3;6;PiS;SZCZURKOWSKI Artur;639;0.32 %;N
02.html;3;2;PSL;PANTERAŁKA Urszula Edyta;3059;1.55 %;N
02.html;3;3;PSL;GREGORCZYK Mariusz Grzegorz;2400;1.22 %;N
02.html;3;1;PSL;CAL Grażyna Joanna;6462;3.28 %;T
02.html;3;7;PiS;KARPIŃSKA Celina Anna;1077;0.55 %;N
02.html;3;14;PSL;KULIŃSKA Wanda;874;0.44 %;N
02.html;3;4;PO;KRĘCICHWOST Czesław Kazimierz;7615;3.87 %;T
02.html;3;2;PO;SZCZYGIEŁ Zbigniew;5217;2.65 %;T
02.html;3;15;PO;ULBIN Krystian Rafał;1363;0.69 %;N
02.html;3;9;PiS;DEC Jolanta;2749;1.40 %;N
02.html;3;15;KWW BEZPARTYJNI SAMORZĄDOWCY;GOŁĘBIOWSKA Elżbieta Teresa;1325;0.67 %;N
02.html;3;5;KWW BEZPARTYJNI SAMORZĄDOWCY;BARTNIK Zbigniew Jan;703;0.36 %;N
02.html;3;6;PO;OSADKOWSKI Łukasz Marek;846;0.43 %;N
02.html;3;12;PiS;GRZYBOWSKI Piotr Stefan;584;0.30 %;N
02.html;3;11;PiS;PASTERNAK Adriana Monika;843;0.43 %;N
02.html;3;13;PiS;SALIŃSKI Krzysztof Kazimierz;406;0.21 %;N
02.html;3;14;PiS;PODULKA Bogusław Józef;627;0.32 %;N
02.html;3;8;PiS;SZCZUROWSKA Janina Magdalena;564;0.29 %;N
02.html;3;10;SLD;ZALEWSKA Ewa Joanna;1254;0.64 %;N
02.html;3;9;SLD;GOJDKA Anna Maria;285;0.14 %;N
02.html;3;16;PiS;WILEWSKA Joanna Dorota;1786;0.91 %;N
02.html;3;15;PiS;OLEJNIK Mariusz;1077;0.55 %;N
02.html;3;12;PO;GRZESZUK Bernadyna Renata;667;0.34 %;N
02.html;3;11;PO;GRELA Bożena Danuta;1016;0.52 %;N
02.html;3;1;KWW Ruch Narodowy;HELCYK Justyna Magdalena;685;0.35 %;N
02.html;3;6;KWW Ruch Narodowy;FELEDZIAK Adrian Tadeusz;65;0.03 %;N
02.html;3;16;PO;GOLAK Julian Kazimierz;4967;2.52 %;N
02.html;3;5;KWW Ruch Narodowy;NOSKO Agnieszka;302;0.15 %;N
02.html;3;7;SLD;SUCHYTA Zbigniew Tadeusz;1836;0.93 %;N
02.html;3;2;KWW Ruch Narodowy;FRĄTCZAK Dariusz Robert;458;0.23 %;N
02.html;3;4;KWW Ruch Narodowy;BAZYLEWICZ Dominik Waldemar;137;0.07 %;N
02.html;3;3;KWW Ruch Narodowy;KAŚKIEWICZ Tomasz Piotr;214;0.11 %;N
02.html;3;1;SLD;DYDUCH Marek;10471;5.32 %;T
02.html;3;6;SLD;CHOJNACKA-MAŁECKA Helena Kornela;324;0.16 %;N
02.html;3;8;KWW Ruch Narodowy;WOŹNIAK Tomasz Norbert;564;0.29 %;N
02.html;3;7;KWW Ruch Narodowy;FRONCZAK Monika Patrycja;360;0.18 %;N
02.html;3;5;SLD;FUSZARA Anna Teresa;361;0.18 %;N
02.html;3;2;SLD;WĘGLARZ-JAKUBOWSKA Agnieszka Edyta;1225;0.62 %;N
02.html;3;4;SLD;RATAJ Henryk;1375;0.70 %;N
02.html;3;3;SLD;LUBIŃSKI Mirosław Aleksander;2650;1.35 %;N
02.html;3;8;KWW BEZPARTYJNI SAMORZĄDOWCY;HELIŃSKI Wojciech Paweł;751;0.38 %;N
02.html;3;6;KW Nowa Prawica — Janusza Korwin-Mikke;KRĘCISZ Damian Tomasz;318;0.16 %;N
02.html;3;11;SLD;JANKOWSKI Jerzy Edmund;405;0.21 %;N
02.html;3;5;KW Nowa Prawica — Janusza Korwin-Mikke;LUDWICZAK Ewelina Halina;297;0.15 %;N
02.html;3;14;SLD;WAŁOWSKI Piotr;152;0.08 %;N
02.html;3;13;SLD;PIĄTEK Ewa Barbara;730;0.37 %;N
02.html;3;1;KW Nowa Prawica — Janusza Korwin-Mikke;ŁAMBUCKI Roman;2507;1.27 %;N
02.html;3;4;KW Nowa Prawica — Janusza Korwin-Mikke;MAYER Szymon Jan;212;0.11 %;N
02.html;3;3;KW Nowa Prawica — Janusza Korwin-Mikke;SZELEST Wiesław Antoni;416;0.21 %;N
02.html;3;2;KW Nowa Prawica — Janusza Korwin-Mikke;ŻOŁNIERUK Beata Izabela;1475;0.75 %;N
02.html;3;7;KWW BEZPARTYJNI SAMORZĄDOWCY;SOZAŃSKA Dorota Urszula;1108;0.56 %;N
02.html;3;3;KW Narodowego Odrodzenia Polski;LATOSZEWSKI Krzysztof Ignacy;85;0.04 %;N
02.html;3;7;KW Nowa Prawica — Janusza Korwin-Mikke;CIOMBOR Beata;261;0.13 %;N
02.html;3;9;KW Nowa Prawica — Janusza Korwin-Mikke;KIN Katarzyna Sylwia;340;0.17 %;N
02.html;3;2;KW Narodowego Odrodzenia Polski;LATOSZEWSKA Agnieszka;116;0.06 %;N
02.html;3;1;KW Narodowego Odrodzenia Polski;SZCZUPAK Ewa;370;0.19 %;N
02.html;3;10;KW Nowa Prawica — Janusza Korwin-Mikke;POKRYWKA Jan Tadeusz;1274;0.65 %;N
02.html;3;6;KWW BEZPARTYJNI SAMORZĄDOWCY;ZYSKA Ireneusz;1338;0.68 %;N
02.html;3;1;KWW BEZPARTYJNI SAMORZĄDOWCY;WILD Patryk Edward;6213;3.16 %;T
02.html;3;5;KW Narodowego Odrodzenia Polski;NASKRĘT Paweł Mariusz;264;0.13 %;N
02.html;3;4;KW Narodowego Odrodzenia Polski;PYRZYŃSKA Mariola Celina;98;0.05 %;N
02.html;3;2;KWW BEZPARTYJNI SAMORZĄDOWCY;MECHLIŃSKI Radosław Adam;627;0.32 %;N
02.html;3;4;KWW BEZPARTYJNI SAMORZĄDOWCY;CISZEWSKA Agnieszka Dorota;669;0.34 %;N
02.html;3;3;KWW BEZPARTYJNI SAMORZĄDOWCY;WORSA Zygmunt;3158;1.60 %;N
02.html;3;7;KW Twój Ruch;ZBOROWSKI Tomasz Łukasz;491;0.25 %;N
02.html;3;13;KWW BEZPARTYJNI SAMORZĄDOWCY;OZIMEK Ewa;788;0.40 %;N
02.html;3;9;KWW BEZPARTYJNI SAMORZĄDOWCY;GABRIEL Katarzyna Joanna;451;0.23 %;N
02.html;3;12;KWW BEZPARTYJNI SAMORZĄDOWCY;MARKIEWICZ Marian Bogdan;549;0.28 %;N
02.html;3;11;KWW BEZPARTYJNI SAMORZĄDOWCY;STACH-JANYST Iwona Stanisława;270;0.14 %;N
02.html;3;10;KWW BEZPARTYJNI SAMORZĄDOWCY;NATANEK Wiesław;1007;0.51 %;N
02.html;3;6;KW Twój Ruch;STRZELECKA Anna Fernanda;253;0.13 %;N
02.html;3;14;KWW BEZPARTYJNI SAMORZĄDOWCY;JAROCKI Janusz;353;0.18 %;N
02.html;3;16;KWW BEZPARTYJNI SAMORZĄDOWCY;HAŁACZKIEWICZ Patryk Damian;1428;0.73 %;N
02.html;3;4;KW Twój Ruch;WĘGRZYN Irena;352;0.18 %;N
02.html;3;3;KW Twój Ruch;JABŁOŃSKA Anna Maria;588;0.30 %;N
02.html;5;12;PiS;SWAKOŃ Jacek;1877;1.24 %;N
02.html;5;1;KW Twój Ruch;ZWOLIŃSKA - KRÓL Alfreda;531;0.35 %;N
02.html;5;7;PSL;SZAROWSKA Krystyna;1007;0.67 %;N
02.html;5;10;KWW BEZPARTYJNI SAMORZĄDOWCY;MIDZIAK Piotr Tomasz;882;0.58 %;N
02.html;5;1;KWW BEZPARTYJNI SAMORZĄDOWCY;RACZYŃSKI Robert;9293;6.15 %;T
02.html;5;6;KWW BEZPARTYJNI SAMORZĄDOWCY;RUTA Paulina;1046;0.69 %;N
02.html;5;7;KWW BEZPARTYJNI SAMORZĄDOWCY;WECHTA Paweł Andrzej;2232;1.48 %;N
02.html;5;9;PO;BZIK Ewa Celina;518;0.34 %;N
02.html;5;5;PiS;KARWAN Piotr Adam;1158;0.77 %;N
02.html;5;4;PiS;POBOL Radosław Wojciech;4454;2.95 %;N
02.html;5;6;KW Twój Ruch;KUCZYŃSKA Angelika Beata;415;0.27 %;N
02.html;5;9;KWW BEZPARTYJNI SAMORZĄDOWCY;GDOWSKA Janina Stanisława;204;0.14 %;N
02.html;5;3;KWW BEZPARTYJNI SAMORZĄDOWCY;URBAŃSKI Artur Mieczysław;1189;0.79 %;N
02.html;5;5;KW Narodowego Odrodzenia Polski;BURDYK Łukasz Mateusz;106;0.07 %;N
02.html;5;3;KW Twój Ruch;ŻYDEK Artur Piotr;391;0.26 %;N
02.html;5;11;KWW BEZPARTYJNI SAMORZĄDOWCY;LEŚNIAK Irena Iwona;720;0.48 %;N
02.html;5;6;PiS;WALASEK Izabela Iwona;1476;0.98 %;N
02.html;5;3;PiS;KUBÓW Krzysztof Jan;7252;4.80 %;T
02.html;5;7;PiS;KOWALCZYK Jolanta Małgorzata;2073;1.37 %;N
02.html;5;4;PO;MAĆKAŁA Tadeusz;5290;3.50 %;N
02.html;5;7;PO;MROCZKOWSKA Emilia Janina;1310;0.87 %;N
02.html;5;12;PO;MIKULICZ Maciej Krzysztof;3277;2.17 %;N
02.html;5;4;SLD;MAZUREK Zbigniew;1775;1.18 %;N
02.html;5;3;KW Nowa Prawica — Janusza Korwin-Mikke;OLSZANICKI Lech;204;0.14 %;N
02.html;5;5;SLD;JEZIOROWSKA Marzena Dorota;494;0.33 %;N
02.html;5;3;SLD;WAWRZYNIAK Józef;778;0.52 %;N
02.html;5;6;SLD;MICHALLIK-PIASECZNA Grażyna;378;0.25 %;N
02.html;5;2;SLD;BUTURLA-JAMROZIK Irena;1440;0.95 %;N
02.html;5;5;KWW Ruch Narodowy;SALAMON Marian Artur;327;0.22 %;N
02.html;5;1;SLD;HUZARSKI Michał Seweryn;7435;4.92 %;N
02.html;5;7;SLD;BEM Agnieszka Iga;468;0.31 %;N
02.html;5;2;KWW Ruch Narodowy;SZCZYTYŃSKA Weronika Magdalena;305;0.20 %;N
02.html;5;1;KWW Ruch Narodowy;BORODACZ Artur Piotr;822;0.54 %;N
02.html;5;3;KWW Ruch Narodowy;PACHURKA Arkadiusz;169;0.11 %;N
02.html;5;4;KWW Ruch Narodowy;SZTOBRYN Natalia;188;0.12 %;N
02.html;5;9;SLD;DEC Urszula Beata;959;0.64 %;N
02.html;5;8;SLD;KRYGIER Piotr Antoni;206;0.14 %;N
02.html;5;11;PO;MATUSIAK Czesław;505;0.33 %;N
02.html;5;5;PO;RAK-ROZMYSŁOWSKA Magdalena;609;0.40 %;N
02.html;5;6;PO;MATKOWSKI Robert;1233;0.82 %;N
02.html;5;1;PO;MICHALAK Jerzy Andrzej;6825;4.52 %;T
02.html;5;2;PO;ARYŻ Grzegorz;4513;2.99 %;N
02.html;5;3;PO;SZELĄG Jadwiga;6922;4.58 %;T
02.html;5;8;PO;GAWRYLUK Marta Ewelina;959;0.64 %;N
02.html;5;9;PiS;SZYMAŃSKI Jacek;1174;0.78 %;N
02.html;5;10;PiS;KOSTRZEWA Wiesława;885;0.59 %;N
02.html;5;8;PiS;BIRUT Teresa Mariola;652;0.43 %;N
02.html;5;11;PiS;KWIATKOWSKA Ewa;1844;1.22 %;N
02.html;5;2;KWW BEZPARTYJNI SAMORZĄDOWCY;WABIK Wiesław Władysław;2147;1.42 %;N
02.html;5;11;SLD;KLEBAN Marcin Stanisław;246;0.16 %;N
02.html;5;5;KWW BEZPARTYJNI SAMORZĄDOWCY;BRODA Włodzimierz;967;0.64 %;N
02.html;5;10;SLD;TUREK Marek Maciej;240;0.16 %;N
02.html;5;12;PSL;BOREK Renata Edyta;2824;1.87 %;N
02.html;5;4;PSL;BOCHEŃ Jakub Irmindo;1207;0.80 %;N
02.html;5;5;PSL;WDOWIAK Wanda;1554;1.03 %;N
02.html;5;2;PSL;ANTONISZYN-KLIK Ilona Galia;2906;1.92 %;N
02.html;5;3;PSL;GOŁĘBIOWSKA Wanda Józefa;2799;1.85 %;N
02.html;5;1;PSL;SAMBORSKI Tadeusz;10139;6.72 %;T
02.html;5;10;PSL;DĘBSKI Bogusław Roman;951;0.63 %;N
02.html;5;9;PSL;JUCEWICZ Grzegorz Zygmunt;432;0.29 %;N
02.html;5;8;PSL;SKAWIŃSKA Jolanta Ewa;1067;0.71 %;N
02.html;5;4;KWW BEZPARTYJNI SAMORZĄDOWCY;JEGER Lidia;524;0.35 %;N
02.html;5;3;KW Narodowego Odrodzenia Polski;PYRZYŃSKI Radosław;98;0.06 %;N
02.html;5;1;KW Narodowego Odrodzenia Polski;KRÓL Agnieszka;802;0.53 %;N
02.html;5;9;KW Nowa Prawica — Janusza Korwin-Mikke;PIASNA Patrycja Kamila;236;0.16 %;N
02.html;5;4;KW Nowa Prawica — Janusza Korwin-Mikke;SIKORSKI Jerzy;407;0.27 %;N
02.html;5;5;KW Nowa Prawica — Janusza Korwin-Mikke;LICHOŚĆ Michał Jerzy;316;0.21 %;N
02.html;5;10;KW Nowa Prawica — Janusza Korwin-Mikke;BIERNAT Patrycja Barbara;487;0.32 %;N
02.html;5;2;KW Twój Ruch;TRYBUCHOWSKI Maciej Dariusz;137;0.09 %;N
02.html;5;7;KW Nowa Prawica — Janusza Korwin-Mikke;WOŹNIAK Katarzyna Maria;443;0.29 %;N
02.html;5;8;KW Nowa Prawica — Janusza Korwin-Mikke;SZMERDT Małgorzata Łucja;95;0.06 %;N
02.html;5;4;KW Narodowego Odrodzenia Polski;RYBAK Adrian Łukasz;254;0.17 %;N
02.html;5;8;KWW BEZPARTYJNI SAMORZĄDOWCY;BRONOWICKA Iwona Małgorzata;416;0.28 %;N
02.html;5;12;KWW BEZPARTYJNI SAMORZĄDOWCY;MYRDA Tymoteusz Dominik;4773;3.16 %;N
02.html;5;2;PiS;DĄBROWSKI Leszek Marek;3517;2.33 %;N
02.html;5;1;PiS;SKÓRA Krzysztof Ryszard;12812;8.49 %;T
02.html;5;11;PSL;SZWAGRZYK Jacek Marek;1892;1.25 %;N
02.html;5;6;KW Nowa Prawica — Janusza Korwin-Mikke;RAGAN Wojciech Jerzy;291;0.19 %;N
02.html;5;10;PO;HOFFMAN Renata Izabela;802;0.53 %;N
02.html;5;2;KW Nowa Prawica — Janusza Korwin-Mikke;JUCHNOWSKA Agata;528;0.35 %;N
02.html;5;1;KW Nowa Prawica — Janusza Korwin-Mikke;BUŁHAK Mateusz;2233;1.48 %;N
02.html;5;6;PSL;WRONA Maria;1815;1.20 %;N
02.html;5;4;KW Twój Ruch;OLEŚKIEWICZ Tomasz;131;0.09 %;N
02.html;5;7;KW Twój Ruch;GIEZEK Aneta Sylwia;278;0.18 %;N
02.html;5;12;SLD;PROSZOWSKA Maria Halina;1040;0.69 %;N
02.html;5;2;KW Narodowego Odrodzenia Polski;NASKRĘT Ewa Magdalena;102;0.07 %;N
02.html;5;5;KW Twój Ruch;SŁOWIK Jerzy Zbigniew;310;0.21 %;N
02.html;2;1;PSL;MAŃKOWSKA Ewa Maria;13176;6.84 %;T
02.html;2;3;PSL;OLKIEWICZ Teresa Stanisława;1732;0.90 %;N
02.html;2;4;PO;HORODYSKA Anna Maria;4543;2.36 %;T
02.html;2;10;PO;LECH Ryszard;3101;1.61 %;N
02.html;2;15;PiS;DUDYDRA Jolanta;461;0.24 %;N
02.html;2;1;PO;DUTKIEWICZ Rafał Franciszek;36676;19.03 %;T
02.html;2;14;PiS;ŁABACZUK Marzanna Katarzyna;896;0.46 %;N
02.html;2;4;KWW BEZPARTYJNI SAMORZĄDOWCY;DZIEWIĘCKA-BOKUN Ludmiła Marta;534;0.28 %;N
02.html;2;5;PO;LARYŚ Marek Zenon;2351;1.22 %;N
02.html;2;9;PO;KOPFF-ŻURAWSKA Beata Maria;422;0.22 %;N
02.html;2;8;PO;LUBIENIECKI Wiktor Wincenty;2993;1.55 %;N
02.html;2;12;PO;GRZEGORCZYN Jan Marian;1516;0.79 %;N
02.html;2;11;PO;WILK Weronika Maria;1109;0.58 %;N
02.html;2;16;PO;SKORUPA Aleksander Marek;4811;2.50 %;T
02.html;2;13;PO;ENGEL Małgorzata Elżbieta;993;0.52 %;N
02.html;2;15;PO;GOŁĄB Michał Marian;1544;0.80 %;N
02.html;2;13;SLD;KLIŚ Elżbieta Dominika;368;0.19 %;N
02.html;2;4;SLD;BANACH Maria Teresa;1015;0.53 %;N
02.html;2;3;SLD;BERUS Wacław Michał;634;0.33 %;N
02.html;2;5;KWW Ruch Narodowy;KRALA Wanda;234;0.12 %;N
02.html;2;2;SLD;WIĘCŁAWSKI Jerzy;1592;0.83 %;N
02.html;2;6;SLD;SEREDYŃSKA-TARGOSZ Janina Wanda;250;0.13 %;N
02.html;2;12;SLD;MIROWSKA Anna Paulina;242;0.13 %;N
02.html;2;11;SLD;BĄK Aleksander Dzierżykraj;439;0.23 %;N
02.html;2;10;SLD;GÓRSKI Kazimierz;603;0.31 %;N
